cust_no,age_gender,update_dt
12737,40S M,20180831
12742,30S F,20180831
12824,30S M,20180831
12864,40S F,20180831
12880,40S M,20180831
12892,30S M,20180831
12905,40S M,20180831
12948,20S F,20180831
12960,20S F,20180831
12968,20S F,20180831
13007,30S F,20180831
13028,50S M,20180831
13252,30S F,20180831
13258,30S M,20180831
13329,50S M,20180831
13379,30S F,20180831
13390,20S F,20180831
13463,40S M,20180831
13466,30S F,20180831
13494,30S F,20180831
13659,40S F,20180831
13670,30S M,20180831
13691,50S M,20180831
13754,40S M,20180831
13773,40S F,20180831
13831,30S F,20180831
13833,30S M,20180831
13851,20S F,20180831
13876,20S M,20180831
13904,40S M,20180831
13976,20S M,20180831
14017,30S F,20180831
14132,30S M,20180831
14196,30S F,20180831
14241,50S M,20180831
14270,40S M,20180831
14294,30S M,20180831
14327,50S M,20180831
14340,40S F,20180831
14400,30S M,20180831
14481,50S M,20180831
14516,20S F,20180831
14526,20S M,20180831
14572,30S F,20180831
14588,30S F,20180831
14636,40S F,20180831
14730,30S M,20180831
14790,40S F,20180831
14802,40S F,20180831
14857,30S F,20180831
14882,30S F,20180831
14923,40S F,20180831
15040,30S F,20180831
15127,40S F,20180831
15146,20S M,20180831
15182,30S F,20180831
15202,40S M,20180831
15225,40S M,20180831
15227,30S F,20180831
15317,20S M,20180831
15364,30S M,20180831
15446,30S F,20180831
15480,30S M,20180831
15490,40S M,20180831
15510,50S M,20180831
15545,20S F,20180831
15564,40S F,20180831
15696,50S M,20180831
15697,40S M,20180831
15698,20S F,20180831
15765,20S M,20180831
15791,30S M,20180831
15834,30S F,20180831
15835,50S M,20180831
15836,30S F,20180831
15955,20S M,20180831
16070,50S M,20180831
16112,30S F,20180831
16174,30S F,20180831
16205,30S F,20180831
16263,50S M,20180831
16310,20S F,20180831
16403,20S M,20180831
16422,40S F,20180831
16443,30S F,20180831
16556,30S M,20180831
16560,20S M,20180831
16713,40S M,20180831
16721,30S F,20180831
16732,20S M,20180831
16758,20S F,20180831
16784,40S M,20180831
16793,30S M,20180831
16802,20S F,20180831
16803,40S M,20180831
16816,30S F,20180831
16865,30S F,20180831
16905,50S M,20180831
16930,40S F,20180831
16939,30S F,20180831
16942,40S M,20180831
16945,20S M,20180831
16985,50S M,20180831
17029,30S F,20180831
17036,30S M,20180831
17129,30S F,20180831
17159,30S M,20180831
17222,40S M,20180831
17296,40S F,20180831
17304,40S F,20180831
17372,40S F,20180831
17462,20S F,20180831
17543,40S F,20180831
17561,50S M,20180831
17619,30S M,20180831
17658,30S F,20180831
17687,40S F,20180831
17701,40S F,20180831
17805,20S M,20180831
17839,40S M,20180831
17881,30S F,20180831
18142,40S M,20180831
18197,50S M,20180831
18246,30S M,20180831
18359,50S M,20180831
18365,40S F,20180831
18392,30S M,20180831
18410,30S F,20180831
18464,40S M,20180831
18469,50S M,20180831
18609,50S M,20180831
18614,40S F,20180831
18634,40S F,20180831
18674,20S F,20180831
18698,30S F,20180831
18720,40S F,20180831
18721,30S M,20180831
18797,30S M,20180831
18839,50S M,20180831
18845,30S F,20180831
18847,30S M,20180831
18853,30S F,20180831
18866,40S M,20180831
18883,40S M,20180831
18936,40S F,20180831
18977,40S M,20180831
19045,30S F,20180831
19047,30S M,20180831
00040,30S F,20180831
00166,30S M,20180831
00196,20S F,20180831
00245,50S M,20180831
00291,40S M,20180831
00295,30S M,20180831
00306,40S F,20180831
00313,30S F,20180831
00421,40S F,20180831
00485,30S F,20180831
00587,40S M,20180831
00687,20S F,20180831
00744,40S M,20180831
00749,40S M,20180831
00810,20S M,20180831
00929,50S M,20180831
00941,30S F,20180831
01010,20S F,20180831
01023,40S F,20180831
01049,30S M,20180831
01076,20S M,20180831
01085,30S F,20180831
01123,50S M,20180831
01152,40S M,20180831
01214,40S F,20180831
01242,30S F,20180831
01294,50S M,20180831
01464,40S M,20180831
01466,40S F,20180831
01512,50S M,20180831
01530,40S M,20180831
01635,30S F,20180831
01700,30S F,20180831
01738,50S M,20180831
01781,30S F,20180831
01793,40S F,20180831
01798,20S M,20180831
01936,50S M,20180831
02137,20S M,20180831
02142,30S M,20180831
02346,30S F,20180831
02413,40S F,20180831
02519,50S M,20180831
02544,20S F,20180831
02608,40S F,20180831
02629,50S M,20180831
02656,40S M,20180831
02662,40S F,20180831
02682,20S F,20180831
02789,20S F,20180831
02824,30S M,20180831
02919,30S M,20180831
02931,40S F,20180831
02933,20S M,20180831
03076,30S F,20180831
03088,20S M,20180831
03090,30S F,20180831
03132,50S M,20180831
03155,30S F,20180831
03161,50S M,20180831
03232,30S M,20180831
03235,50S M,20180831
03243,40S F,20180831
03245,30S M,20180831
03264,30S F,20180831
03296,30S F,20180831
03318,30S M,20180831
03399,30S F,20180831
03402,30S M,20180831
03486,40S F,20180831
03487,50S M,20180831
03663,50S M,20180831
03782,30S F,20180831
03835,40S M,20180831
03838,40S M,20180831
03863,20S F,20180831
03880,40S M,20180831
04012,30S F,20180831
04107,50S M,20180831
04132,20S M,20180831
04162,20S M,20180831
04262,50S M,20180831
04309,30S F,20180831
04370,30S F,20180831
04404,30S M,20180831
04405,30S F,20180831
04425,30S M,20180831
04446,20S F,20180831
04552,50S M,20180831
04597,30S F,20180831
04602,30S M,20180831
04609,30S F,20180831
04612,40S F,20180831
04618,30S M,20180831
04623,30S F,20180831
04624,30S M,20180831
04674,20S M,20180831
04687,30S F,20180831
04726,30S F,20180831
04804,50S M,20180831
04825,20S F,20180831
04974,50S M,20180831
05013,30S F,20180831
05096,40S M,20180831
05144,20S F,20180831
05279,50S M,20180831
05414,20S M,20180831
05462,30S F,20180831
05493,30S M,20180831
05561,30S F,20180831
05569,50S M,20180831
05694,50S M,20180831
05761,30S F,20180831
05799,50S M,20180831
05856,50S M,20180831
05862,30S M,20180831
05890,50S M,20180831
05927,40S M,20180831
05941,30S M,20180831
05944,30S F,20180831
06086,20S M,20180831
06114,30S F,20180831
06143,40S F,20180831
06193,30S F,20180831
06203,20S F,20180831
06223,40S F,20180831
06248,20S F,20180831
06265,50S M,20180831
06296,40S F,20180831
06387,30S F,20180831
06445,30S M,20180831
06589,50S M,20180831
06592,30S F,20180831
06672,30S M,20180831
06675,20S F,20180831
06684,50S M,20180831
06725,40S F,20180831
06745,40S F,20180831
06936,30S M,20180831
06999,50S M,20180831
07012,50S M,20180831
07018,20S F,20180831
07031,50S M,20180831
07181,30S M,20180831
07225,30S M,20180831
07248,30S F,20180831
07267,30S M,20180831
07312,20S M,20180831
07351,40S M,20180831
07385,40S F,20180831
07409,30S F,20180831
07480,50S M,20180831
07539,30S M,20180831
07548,20S M,20180831
07709,40S F,20180831
07785,40S M,20180831
07879,30S M,20180831
07966,40S F,20180831
07969,20S M,20180831
07981,40S F,20180831
07991,30S F,20180831
08127,30S F,20180831
08143,30S F,20180831
08190,30S M,20180831
08197,20S M,20180831
08253,30S F,20180831
08319,30S F,20180831
08410,30S F,20180831
08434,30S M,20180831
08483,30S F,20180831
08607,30S M,20180831
08615,50S M,20180831
08658,30S F,20180831
08678,30S M,20180831
08721,40S F,20180831
08725,50S M,20180831
08728,30S F,20180831
08736,30S M,20180831
08768,20S F,20180831
08775,40S M,20180831
08792,40S F,20180831
08799,20S M,20180831
08835,30S M,20180831
08846,30S F,20180831
08916,40S F,20180831
09030,40S F,20180831
09068,30S M,20180831
09115,50S M,20180831
09237,30S F,20180831
09259,30S F,20180831
09282,30S M,20180831
09355,30S F,20180831
09360,20S F,20180831
09395,30S F,20180831
09567,40S F,20180831
09610,40S M,20180831
09630,30S M,20180831
09633,30S F,20180831
09673,30S M,20180831
09744,20S M,20180831
09772,50S M,20180831
09774,30S M,20180831
09797,40S M,20180831
09891,20S F,20180831
09944,30S F,20180831
10051,50S M,20180831
10134,40S M,20180831
10151,30S F,20180831
10200,20S M,20180831
10203,30S F,20180831
10282,50S M,20180831
10322,20S F,20180831
10433,40S F,20180831
10447,40S F,20180831
10455,30S F,20180831
10496,30S M,20180831
10575,30S M,20180831
10664,30S M,20180831
10757,20S M,20180831
10758,40S M,20180831
10818,40S F,20180831
10829,40S F,20180831
10843,30S F,20180831
11070,30S F,20180831
11210,30S M,20180831
11216,30S F,20180831
11309,30S M,20180831
11352,50S M,20180831
11381,40S M,20180831
11471,30S F,20180831
11727,50S M,20180831
11730,40S F,20180831
11739,40S M,20180831
11902,40S M,20180831
11906,30S F,20180831
11924,30S F,20180831
11939,30S F,20180831
11955,30S F,20180831
12007,20S F,20180831
12020,30S F,20180831
12220,50S M,20180831
12387,20S M,20180831
12392,30S F,20180831
12421,50S M,20180831
12465,50S M,20180831
12565,50S M,20180831
12624,40S M,20180831
12637,30S F,20180831
12650,30S F,20180831
12658,30S F,20180831
12678,30S F,20180831
12739,30S F,20180831
12804,20S F,20180831
12840,50S M,20180831
12917,40S M,20180831
12922,50S M,20180831
13089,50S M,20180831
13213,50S M,20180831
13247,30S M,20180831
13253,20S F,20180831
13283,40S M,20180831
13377,50S M,20180831
13403,30S F,20180831
13405,30S F,20180831
13434,30S F,20180831
13454,30S M,20180831
13499,30S M,20180831
13513,50S M,20180831
13545,30S F,20180831
13629,50S M,20180831
13835,30S M,20180831
13858,50S M,20180831
13938,30S F,20180831
13972,30S M,20180831
14099,40S M,20180831
14368,20S F,20180831
14602,30S M,20180831
14648,30S F,20180831
14779,50S M,20180831
14784,40S F,20180831
14792,40S M,20180831
14797,30S F,20180831
14837,50S M,20180831
14939,40S M,20180831
14971,40S F,20180831
14975,30S F,20180831
15012,20S M,20180831
15021,40S M,20180831
15023,30S F,20180831
15060,40S M,20180831
15120,50S M,20180831
15141,40S F,20180831
15151,30S F,20180831
15172,50S M,20180831
15306,30S F,20180831
15318,50S M,20180831
15354,40S F,20180831
15481,30S F,20180831
15589,30S M,20180831
15623,30S F,20180831
15677,40S F,20180831
15683,40S M,20180831
15692,30S F,20180831
15716,30S F,20180831
15912,50S M,20180831
16078,30S F,20180831
16124,40S M,20180831
16196,30S M,20180831
16273,30S F,20180831
16371,30S F,20180831
16415,30S F,20180831
16448,20S M,20180831
16681,50S M,20180831
16782,30S F,20180831
16814,40S F,20180831
16875,30S M,20180831
16913,40S M,20180831
16976,40S M,20180831
16980,30S F,20180831
16994,40S F,20180831
17070,40S F,20180831
17234,50S M,20180831
17332,30S M,20180831
17478,30S F,20180831
17639,30S F,20180831
17697,50S M,20180831
17714,30S F,20180831
17784,20S M,20180831
17850,30S F,20180831
17940,30S M,20180831
18028,40S M,20180831
18029,20S F,20180831
18048,30S M,20180831
18089,30S M,20180831
18125,20S M,20180831
18148,30S M,20180831
18185,30S F,20180831
18291,30S F,20180831
18368,30S F,20180831
18484,40S F,20180831
18511,40S F,20180831
18546,40S M,20180831
18608,40S F,20180831
18617,30S F,20180831
18655,50S M,20180831
18689,40S M,20180831
18728,30S F,20180831
18767,50S M,20180831
18900,20S M,20180831
18909,20S F,20180831
18910,50S M,20180831
19029,40S F,20180831
19104,20S F,20180831
00030,20S M,20180831
00048,30S M,20180831
01012,40S M,20180831
00162,20S M,20180831
00268,30S F,20180831
00318,40S F,20180831
00341,30S M,20180831
00354,40S F,20180831
00373,40S M,20180831
00406,40S M,20180831
00419,30S M,20180831
00443,50S M,20180831
00465,40S M,20180831
00467,20S M,20180831
00473,50S M,20180831
00584,50S M,20180831
00726,40S F,20180831
00769,50S M,20180831
00889,50S M,20180831
00896,50S M,20180831
00967,30S M,20180831
00992,30S F,20180831
01119,30S F,20180831
01122,40S M,20180831
01141,30S F,20180831
01203,40S M,20180831
01284,50S M,20180831
01342,30S F,20180831
01404,40S M,20180831
01410,20S M,20180831
01437,30S F,20180831
01457,40S M,20180831
01468,20S F,20180831
01474,50S M,20180831
01481,30S M,20180831
01484,30S M,20180831
01513,30S F,20180831
01528,30S F,20180831
01536,50S M,20180831
01599,50S M,20180831
01716,30S F,20180831
01718,40S M,20180831
01752,30S F,20180831
01755,30S M,20180831
01759,50S M,20180831
01777,30S F,20180831
01780,20S F,20180831
01825,40S M,20180831
01842,30S F,20180831
01896,50S M,20180831
02085,30S M,20180831
02101,30S F,20180831
02117,30S M,20180831
02160,30S F,20180831
02214,30S F,20180831
02271,50S M,20180831
02292,40S M,20180831
02296,50S M,20180831
02325,50S M,20180831
02336,40S M,20180831
02351,40S F,20180831
02420,30S M,20180831
02425,30S F,20180831
02651,30S M,20180831
02666,30S M,20180831
02719,30S F,20180831
02722,30S F,20180831
02740,40S M,20180831
02753,30S F,20180831
02862,20S M,20180831
02864,30S F,20180831
02866,30S M,20180831
02873,40S M,20180831
02947,50S M,20180831
02979,30S M,20180831
03000,40S M,20180831
03162,20S F,20180831
03172,20S F,20180831
03274,50S M,20180831
03468,40S M,20180831
03513,20S M,20180831
03526,20S M,20180831
03527,50S M,20180831
03604,30S F,20180831
03745,30S F,20180831
03754,30S F,20180831
03776,50S M,20180831
03804,30S M,20180831
03855,40S F,20180831
03895,40S F,20180831
03945,20S M,20180831
03949,30S M,20180831
03965,50S M,20180831
03985,50S M,20180831
03987,30S F,20180831
04001,20S M,20180831
04055,40S F,20180831
04082,30S M,20180831
04217,30S F,20180831
04218,20S F,20180831
04238,20S M,20180831
04253,40S M,20180831
04475,40S M,20180831
04488,40S F,20180831
04533,30S M,20180831
04605,40S F,20180831
04718,40S F,20180831
04757,50S M,20180831
04781,40S F,20180831
04796,30S M,20180831
04805,30S F,20180831
04837,30S F,20180831
04931,50S M,20180831
04932,30S F,20180831
04950,20S F,20180831
04954,30S M,20180831
04995,40S F,20180831
05029,40S F,20180831
05050,30S F,20180831
05142,30S M,20180831
05143,30S F,20180831
05175,40S F,20180831
05223,30S F,20180831
05334,40S F,20180831
05346,50S M,20180831
05362,50S M,20180831
05407,40S F,20180831
05441,50S M,20180831
05447,30S F,20180831
05454,40S F,20180831
05622,40S M,20180831
05839,50S M,20180831
05845,40S F,20180831
05975,20S M,20180831
05988,30S F,20180831
06018,30S F,20180831
06021,20S M,20180831
06071,50S M,20180831
06104,30S F,20180831
06257,30S F,20180831
06272,50S M,20180831
06306,50S M,20180831
06315,30S F,20180831
06424,30S M,20180831
06463,40S M,20180831
06590,40S M,20180831
06610,30S F,20180831
06643,40S M,20180831
06649,40S M,20180831
06669,50S M,20180831
06747,30S M,20180831
06789,20S M,20180831
06808,40S F,20180831
06851,20S F,20180831
06858,30S F,20180831
06931,30S M,20180831
06990,30S F,20180831
07047,30S F,20180831
07087,40S F,20180831
07099,50S M,20180831
07114,40S M,20180831
07126,50S M,20180831
07255,40S M,20180831
07365,50S M,20180831
07447,50S M,20180831
07526,30S M,20180831
07609,40S M,20180831
07699,30S M,20180831
07703,40S M,20180831
07725,30S F,20180831
07766,40S M,20180831
07786,40S F,20180831
07816,40S F,20180831
07839,30S M,20180831
07864,30S F,20180831
07894,50S M,20180831
07940,20S F,20180831
07948,40S F,20180831
07970,30S F,20180831
07972,20S M,20180831
08001,30S M,20180831
08037,50S M,20180831
08043,30S M,20180831
08187,50S M,20180831
08195,30S M,20180831
08230,40S F,20180831
08260,20S F,20180831
08337,40S F,20180831
08490,30S F,20180831
08499,30S F,20180831
08557,50S M,20180831
08650,30S F,20180831
08750,30S F,20180831
08753,20S M,20180831
08756,40S M,20180831
08856,20S M,20180831
08918,30S F,20180831
09007,30S M,20180831
09069,40S F,20180831
09178,20S M,20180831
09227,50S M,20180831
09258,40S F,20180831
09285,30S M,20180831
09313,50S M,20180831
09427,50S M,20180831
09465,30S F,20180831
09469,30S M,20180831
09482,50S M,20180831
09576,30S F,20180831
09632,30S F,20180831
09634,50S M,20180831
09762,30S M,20180831
09796,30S M,20180831
09868,30S F,20180831
09913,40S M,20180831
10068,20S M,20180831
10098,50S M,20180831
10181,50S M,20180831
10206,30S F,20180831
10361,30S F,20180831
10393,30S F,20180831
10408,30S M,20180831
10444,40S F,20180831
10523,30S F,20180831
10594,30S M,20180831
10606,30S M,20180831
10663,30S F,20180831
10732,40S M,20180831
10789,30S F,20180831
10879,40S M,20180831
10971,30S F,20180831
11017,40S F,20180831
11057,20S M,20180831
11068,30S F,20180831
11139,40S M,20180831
11191,30S F,20180831
11197,30S F,20180831
11219,30S F,20180831
11224,30S M,20180831
11229,20S M,20180831
11247,30S F,20180831
11276,50S M,20180831
11300,40S M,20180831
11316,40S M,20180831
11356,30S M,20180831
11394,50S M,20180831
11428,30S M,20180831
11429,30S F,20180831
11430,30S M,20180831
11433,20S M,20180831
11480,30S M,20180831
11486,50S M,20180831
11569,30S M,20180831
11604,40S M,20180831
11620,40S F,20180831
11784,40S F,20180831
11802,40S F,20180831
11885,30S F,20180831
11886,50S M,20180831
11903,30S F,20180831
11933,30S M,20180831
11945,30S M,20180831
11948,30S F,20180831
11994,20S M,20180831
12114,30S F,20180831
12124,30S F,20180831
12128,50S M,20180831
12237,30S F,20180831
12269,30S F,20180831
12290,40S M,20180831
12309,50S M,20180831
12312,30S M,20180831
12327,40S M,20180831
12380,40S M,20180831
12399,30S M,20180831
12452,30S M,20180831
12460,30S F,20180831
12476,30S M,20180831
12553,20S M,20180831
12591,20S F,20180831
12629,30S F,20180831
12630,30S M,20180831
12728,40S F,20180831
12763,40S M,20180831
12812,30S M,20180831
12866,40S M,20180831
12911,20S F,20180831
12978,30S F,20180831
13122,20S M,20180831
13173,20S F,20180831
13190,30S M,20180831
13324,30S F,20180831
13367,50S M,20180831
13448,40S M,20180831
13450,30S F,20180831
13460,30S F,20180831
13561,30S M,20180831
13675,30S F,20180831
13699,30S M,20180831
13701,30S F,20180831
13806,30S F,20180831
13829,30S F,20180831
13837,30S M,20180831
13900,20S M,20180831
13920,20S M,20180831
13986,40S M,20180831
14065,30S F,20180831
14074,40S F,20180831
14110,40S F,20180831
14130,50S M,20180831
14194,50S M,20180831
14273,30S M,20180831
14421,40S M,20180831
14493,30S F,20180831
14570,30S F,20180831
14582,50S M,20180831
14706,40S F,20180831
14774,30S M,20180831
14856,40S M,20180831
14861,50S M,20180831
14886,40S F,20180831
14940,30S M,20180831
14976,30S F,20180831
15001,40S F,20180831
15064,40S M,20180831
15117,30S M,20180831
15186,50S M,20180831
15199,30S M,20180831
15206,30S M,20180831
15212,30S F,20180831
15214,30S F,20180831
15222,30S F,20180831
15271,30S M,20180831
15293,30S F,20180831
15297,30S F,20180831
15319,40S F,20180831
15358,40S F,20180831
15369,30S F,20180831
15386,20S F,20180831
15431,30S F,20180831
15504,30S M,20180831
15528,40S F,20180831
15537,40S F,20180831
15561,20S F,20180831
15591,40S M,20180831
15628,30S F,20180831
15661,40S M,20180831
15707,30S F,20180831
15864,30S F,20180831
15878,30S M,20180831
15883,50S M,20180831
15905,30S F,20180831
15907,30S F,20180831
15919,50S M,20180831
15922,20S F,20180831
15934,30S M,20180831
15937,20S M,20180831
15949,30S M,20180831
15976,40S M,20180831
15979,30S F,20180831
16129,40S M,20180831
16202,30S F,20180831
16208,30S M,20180831
16266,30S F,20180831
16276,50S M,20180831
16334,20S M,20180831
16336,30S F,20180831
16398,40S M,20180831
16456,40S F,20180831
16587,50S M,20180831
16638,40S M,20180831
16657,30S F,20180831
16705,30S M,20180831
16762,50S M,20180831
16797,30S M,20180831
16851,50S M,20180831
16863,30S F,20180831
16897,40S M,20180831
16989,50S M,20180831
17093,20S M,20180831
17187,30S F,20180831
17220,50S M,20180831
17288,40S F,20180831
17363,20S M,20180831
17404,50S M,20180831
17519,30S F,20180831
17600,20S M,20180831
17616,50S M,20180831
17675,20S M,20180831
17682,30S F,20180831
17764,40S M,20180831
17814,30S F,20180831
17822,40S M,20180831
17835,30S F,20180831
17845,20S F,20180831
17930,30S M,20180831
17945,30S F,20180831
17985,30S F,20180831
18009,40S M,20180831
18036,40S F,20180831
18055,40S M,20180831
18071,50S M,20180831
18098,40S M,20180831
18124,30S M,20180831
18157,20S M,20180831
18180,30S F,20180831
18467,40S F,20180831
18481,30S F,20180831
18510,50S M,20180831
18540,40S F,20180831
18550,50S M,20180831
18556,40S F,20180831
18575,50S M,20180831
18581,30S F,20180831
18619,40S F,20180831
18624,20S F,20180831
18648,30S F,20180831
18725,30S F,20180831
18834,30S F,20180831
18884,30S M,20180831
18971,40S F,20180831
19043,40S F,20180831
19110,30S F,20180831
00024,30S M,20180831
00056,20S F,20180831
00901,50S M,20180831
00148,30S F,20180831
00171,30S M,20180831
00180,30S F,20180831
00205,30S M,20180831
00206,30S F,20180831
00436,40S M,20180831
00523,30S F,20180831
00571,30S M,20180831
00617,40S M,20180831
00640,30S F,20180831
00653,40S F,20180831
00670,50S M,20180831
00736,20S F,20180831
00805,20S F,20180831
00809,20S M,20180831
00900,40S F,20180831
00911,30S M,20180831
00975,30S M,20180831
01082,30S M,20180831
01164,30S F,20180831
01172,30S F,20180831
01218,20S M,20180831
01290,30S F,20180831
01293,20S M,20180831
01301,50S M,20180831
01306,40S M,20180831
01321,30S M,20180831
01456,40S M,20180831
01550,20S F,20180831
01556,50S M,20180831
01596,30S F,20180831
01664,30S M,20180831
01679,20S M,20180831
01742,30S F,20180831
01796,30S M,20180831
01849,30S M,20180831
01889,30S F,20180831
01994,30S M,20180831
02006,30S F,20180831
02032,50S M,20180831
02053,30S F,20180831
02062,30S F,20180831
02104,40S M,20180831
02121,50S M,20180831
02185,50S M,20180831
02190,30S M,20180831
02194,40S M,20180831
02249,40S F,20180831
02301,40S M,20180831
02329,40S M,20180831
02371,30S M,20180831
02516,40S M,20180831
02605,30S F,20180831
02616,30S F,20180831
02697,30S F,20180831
02708,50S M,20180831
02758,30S F,20180831
02780,40S F,20180831
02868,50S M,20180831
02869,30S F,20180831
02884,30S M,20180831
03014,40S M,20180831
03087,40S M,20180831
03154,40S M,20180831
03187,30S F,20180831
03201,30S M,20180831
03210,30S F,20180831
03263,30S M,20180831
03336,20S F,20180831
03358,40S M,20180831
03507,30S F,20180831
03583,50S M,20180831
03736,40S M,20180831
03862,30S F,20180831
03926,30S F,20180831
04019,40S F,20180831
04022,30S F,20180831
04028,50S M,20180831
04106,30S F,20180831
04108,30S F,20180831
04125,30S M,20180831
04129,30S F,20180831
04131,50S M,20180831
04227,30S F,20180831
04258,50S M,20180831
04282,30S M,20180831
04339,40S M,20180831
04402,40S F,20180831
04411,30S F,20180831
04569,30S M,20180831
04654,40S M,20180831
04669,30S F,20180831
04746,30S M,20180831
04795,30S F,20180831
04879,20S M,20180831
04897,50S M,20180831
04934,20S F,20180831
04948,30S M,20180831
04981,30S M,20180831
04984,40S M,20180831
05012,30S F,20180831
05067,30S F,20180831
05116,20S M,20180831
05126,30S F,20180831
05191,30S F,20180831
05206,20S F,20180831
05237,30S M,20180831
05263,40S F,20180831
05293,50S M,20180831
05317,50S M,20180831
05337,30S F,20180831
05382,20S F,20180831
05386,30S F,20180831
05393,30S M,20180831
05398,50S M,20180831
05415,30S M,20180831
05504,40S M,20180831
05508,40S M,20180831
05605,30S F,20180831
05629,30S F,20180831
05734,30S F,20180831
05811,30S F,20180831
05848,30S F,20180831
05875,50S M,20180831
05888,30S F,20180831
05982,40S M,20180831
05990,50S M,20180831
06019,30S F,20180831
06023,30S F,20180831
06045,50S M,20180831
06112,40S F,20180831
06129,30S F,20180831
06159,40S F,20180831
06199,20S M,20180831
06292,50S M,20180831
06319,30S M,20180831
06335,30S M,20180831
06351,20S M,20180831
06359,20S M,20180831
06386,30S F,20180831
06418,30S M,20180831
06439,30S M,20180831
06504,30S M,20180831
06526,20S M,20180831
06529,20S M,20180831
06554,30S F,20180831
06561,40S M,20180831
06637,40S F,20180831
06683,50S M,20180831
06691,40S F,20180831
06720,30S M,20180831
06821,40S M,20180831
06840,30S M,20180831
06919,40S M,20180831
06939,30S M,20180831
07017,30S M,20180831
07073,30S M,20180831
07170,40S F,20180831
07256,30S F,20180831
07259,30S F,20180831
07327,40S F,20180831
07405,40S F,20180831
07408,50S M,20180831
07453,40S M,20180831
07499,40S M,20180831
07575,20S F,20180831
07676,20S M,20180831
07693,20S M,20180831
07774,50S M,20180831
07783,30S M,20180831
07788,40S F,20180831
07833,30S F,20180831
07885,50S M,20180831
07954,30S F,20180831
08039,30S M,20180831
08042,40S M,20180831
08050,40S F,20180831
08059,40S M,20180831
08169,30S F,20180831
08241,30S M,20180831
08268,30S M,20180831
08284,20S F,20180831
08327,30S F,20180831
08338,20S F,20180831
08373,40S M,20180831
08406,30S F,20180831
08420,30S F,20180831
08433,40S F,20180831
08800,30S F,20180831
08913,40S M,20180831
08921,30S M,20180831
08940,20S F,20180831
08969,50S M,20180831
09058,30S F,20180831
09095,40S F,20180831
09102,30S F,20180831
09118,30S F,20180831
09141,20S M,20180831
09193,30S F,20180831
09243,30S M,20180831
09268,30S M,20180831
09309,20S M,20180831
09326,30S M,20180831
09328,30S M,20180831
09425,30S M,20180831
09511,30S M,20180831
09552,40S M,20180831
09595,30S F,20180831
09620,40S M,20180831
09689,20S F,20180831
09788,40S M,20180831
09789,40S M,20180831
09846,50S M,20180831
09899,30S M,20180831
09932,30S F,20180831
09943,40S M,20180831
10024,20S F,20180831
10062,40S M,20180831
10067,20S F,20180831
10103,30S F,20180831
10113,30S F,20180831
10193,30S F,20180831
10195,30S F,20180831
10209,30S F,20180831
10247,30S F,20180831
10257,20S F,20180831
10279,30S F,20180831
10319,20S F,20180831
10460,50S M,20180831
10471,30S M,20180831
10538,20S M,20180831
10619,50S M,20180831
10651,20S M,20180831
10675,30S M,20180831
10743,30S F,20180831
10754,40S F,20180831
10767,40S M,20180831
10853,40S F,20180831
10893,20S M,20180831
10914,40S M,20180831
11001,50S M,20180831
11023,40S M,20180831
11025,30S F,20180831
11159,40S F,20180831
11160,30S F,20180831
11187,30S M,20180831
11251,30S F,20180831
11318,40S M,20180831
11325,20S M,20180831
11358,50S M,20180831
11375,40S M,20180831
11464,50S M,20180831
11536,30S F,20180831
11544,50S M,20180831
11550,20S F,20180831
11594,30S F,20180831
11609,40S F,20180831
11611,30S F,20180831
11625,20S F,20180831
11647,30S F,20180831
11838,20S F,20180831
11848,30S F,20180831
11904,40S M,20180831
12033,40S M,20180831
12173,20S M,20180831
12235,30S M,20180831
12249,30S F,20180831
12280,30S M,20180831
12316,50S M,20180831
12384,20S M,20180831
12398,50S M,20180831
12411,30S F,20180831
12445,40S F,20180831
12478,30S F,20180831
12501,30S M,20180831
12514,40S F,20180831
12568,30S M,20180831
12622,50S M,20180831
12681,40S M,20180831
12759,50S M,20180831
12764,30S F,20180831
12857,40S F,20180831
12860,20S F,20180831
13037,40S M,20180831
13042,40S F,20180831
13054,40S F,20180831
13079,30S M,20180831
13192,30S M,20180831
13208,30S M,20180831
13260,50S M,20180831
13278,40S F,20180831
13289,30S F,20180831
13356,30S F,20180831
13361,50S M,20180831
13433,30S F,20180831
13553,40S M,20180831
13562,20S F,20180831
13587,40S F,20180831
13605,40S F,20180831
13637,20S M,20180831
13679,50S M,20180831
13714,40S M,20180831
13738,30S F,20180831
13766,30S F,20180831
13917,50S M,20180831
13922,40S M,20180831
13928,30S F,20180831
13943,50S M,20180831
13973,30S F,20180831
13978,30S F,20180831
14042,40S F,20180831
14055,30S F,20180831
14090,50S M,20180831
14109,30S M,20180831
14122,40S F,20180831
14243,30S M,20180831
14346,50S M,20180831
14434,30S M,20180831
14438,30S M,20180831
14454,30S M,20180831
14458,30S F,20180831
14467,50S M,20180831
14494,20S F,20180831
14591,50S M,20180831
14665,50S M,20180831
14668,30S F,20180831
14715,20S F,20180831
14737,30S F,20180831
14806,40S M,20180831
14838,40S M,20180831
14843,40S M,20180831
14870,30S F,20180831
14947,30S M,20180831
15017,30S F,20180831
15075,30S F,20180831
15077,50S M,20180831
15107,30S M,20180831
15427,40S F,20180831
15430,20S M,20180831
15468,30S F,20180831
15551,30S F,20180831
15552,30S F,20180831
15635,50S M,20180831
15659,30S F,20180831
