Defect,Para01,Para02,Para03,Para04,Para05,Para06,Para07,Para08,Para09,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23,Para24,Para25,Para26,Para27,Para28,Para29,Para30,Para31,Para32,Para33,Para34,Para35,Para36,Para37,Para38,Para39,Para40,Para41,Para42,Para43,Para44,Para45,Para46,Para47,Para48,Para49,Para50,Para51,Para52,Para53,Para54,Para55,Para56,Para57,Para58,Para59,Para60,Para61,Para62,Para63,Para64,Para65,Para66,Para67,Para68,Para69,Para70,Para71
OK,27.93,66.51,51.06,23.54,103.69,11.52,17.58,62.53,11.55,24.39,114.85,11.61,15.43,114.04,11.6,24.32,128.6,11.63,12.57,86.26,0.2205,28.05,118.31,-591.46,11.19,90.05,-176.569,15.26,122.35,0.056,28.29,104.03,0.064,12.18,91.53,0.079,22.83,138.58,0.121,17.44,100.78,0.089,29.75,142.08,0.346,15.32,123.9,0.239,14.76,91.99,0.269,28.37,108.87,0.225,26.07,76.95,0.232,29.73,98.42,23.16,11.67,104.27,23.19,25.25,113.34,23.34,27.31,54.07,23.18,13.68,22.47
OK,13.78,97.63,51.13,20.25,52.22,11.51,28.02,110.02,11.51,15.59,102.97,11.64,20.51,117.68,11.63,13.16,115.6,11.63,20.42,113.26,0.22,21.14,83.97,-879.57,17.31,123.85,-92.653,14.15,126.83,0.064,25.31,76.05,0.061,25.8,105.95,0.069,29.26,99.96,0.103,11.31,114.45,0.042,21.15,98.62,0.445,17.88,112.11,0.22,16.37,110.15,0.304,27.01,127.31,0.22,20.46,88.9,0.254,29.99,110.33,23.17,17.6,133.47,23.23,19.53,87.07,23.33,18.71,96.6,23.17,15.18,22.48
OK,12.53,106.34,51.08,27.04,114.25,11.51,28.44,52.65,11.53,14.72,79.93,11.61,13.49,90.98,11.63,24.53,117.15,11.63,19.21,104.71,0.2204,14.01,83.2,-534.09,24.64,116.48,-162.694,12.27,92.84,0.059,13.08,96.56,0.071,19.72,60.44,0.074,13.97,118.89,0.116,26.95,80.14,0.059,16.18,109.96,0.415,25.22,83.38,0.158,12.82,95.19,0.276,21.71,102.54,0.173,10.9,81.81,0.276,24.9,77.19,23.17,22.08,125.86,23.18,12.46,93.15,23.35,12.26,36.45,23.2,11.4,22.45
OK,22.45,102.13,51.4,15.4,101.85,11.51,28.32,96.44,11.53,25.39,98.07,11.63,27.63,70.61,11.61,10.23,81.47,11.64,13.71,75.41,0.2199,25.09,119.51,1989.25,10.21,107.53,-175.747,18.98,109.07,0.074,23.54,82.35,0.066,25.72,101.85,0.051,22.64,88.29,0.106,23.93,109.62,0.042,16.59,71.72,0.43,29.3,132.57,0.237,12.28,85.96,0.326,24.79,79.48,0.262,28.63,131.05,0.244,28.74,150.99,23.16,22.03,75.01,23.22,23.84,122.04,23.35,15.01,101.77,23.17,15.07,22.45
OK,19.59,91.48,51.64,20.53,114.76,11.53,16.11,87.58,11.55,25.08,84.76,11.6,23.61,84.3,11.63,11.92,63.09,11.66,13.71,104.57,0.2205,12.41,109.23,-832.57,10.94,94.15,-87.103,25.06,92.64,0.059,20.16,87.89,0.066,16.54,105.09,0.056,19.78,134.9,0.131,24.79,116.78,0.046,11.8,88.08,0.44,25.36,129.12,0.18,23.75,163.82,0.306,18.6,120.19,0.2,11.79,94.22,0.242,23.67,66.65,23.15,13.52,109.78,23.21,22.89,106.91,23.37,24.03,85.32,23.15,26.8,22.45
OK,28.43,75.38,51.52,13.99,136.7,11.53,28.06,87.11,11.51,12.58,90.58,11.63,23.21,100.28,11.63,23.47,130.61,11.63,12.39,81.36,0.2199,15.82,93.4,-634.19,12.23,132.87,-134.945,26.37,70.2,0.061,21.83,97.38,0.061,17.39,99.24,0.074,19.39,99.51,0.079,13.16,90.94,0.069,22.9,120.99,0.365,10.9,105.55,0.227,16.12,121.76,0.321,16.38,106.36,0.185,26.31,112.11,0.232,13.06,70.04,23.16,18.48,85.73,23.2,10.33,120.74,23.3,19.04,90.65,23.17,19.16,22.47
OK,18.76,122.95,51.48,25.13,85.44,11.51,14.78,89.12,11.52,14.94,97.38,11.65,26.79,135.91,11.64,20.75,82.47,11.63,19.55,132,0.22,15.28,143.93,-1001.64,22.07,102.89,-138.748,19.05,93.56,0.064,27.93,156.14,0.069,20.15,63.06,0.069,22.25,94.04,0.103,25.47,101.4,0.051,25.85,131.68,0.501,14.8,112.24,0.175,19.41,97.73,0.304,13.19,98.42,0.197,10.17,117.16,0.267,28.67,94.85,23.18,20.07,75.89,23.21,17.29,100.47,23.3,26.5,88.76,23.16,17.44,22.46
OK,21.87,117.17,51.06,15.19,91.71,11.51,25.89,107.96,11.53,26.71,115.75,11.63,13.8,99.57,11.61,15.63,98.58,11.64,26.98,138.89,0.2202,27.53,80.74,-840.5,12.07,90.14,-75.13,29.96,97.64,0.049,27.21,119.08,0.069,25.4,109.91,0.064,24.93,95.19,0.108,20.85,74.29,0.042,26.03,116.92,0.454,16.34,112.99,0.163,16.33,84.44,0.326,17.26,64.05,0.178,18.24,68.83,0.244,10.88,65.03,23.18,27.21,87.58,23.21,24.8,128.88,23.32,27.53,94.19,23.18,20.1,22.49
OK,13.82,95.88,51.49,17.08,99.03,11.53,26.94,78.7,11.53,10.5,105.85,11.64,13.05,90.28,11.63,13.43,95.43,11.61,29.41,150.01,0.2205,23.77,87.46,-458.4,15.96,122.63,-128.83,11.23,111.36,0.059,25.04,103.42,0.064,29.92,102.73,0.054,10.1,65.09,0.111,11,94.62,0.066,13.37,93.28,0.368,27.98,99.72,0.18,29.52,92.35,0.353,25.26,76.46,0.212,20.95,99.76,0.247,15.09,101.12,23.16,15.76,79.43,23.23,24.76,110.52,23.34,10.21,86.57,23.16,23.91,22.45
OK,11.68,73.36,51.34,10.2,100.67,11.49,28.7,77.11,11.55,17.37,99.54,11.63,26.18,140.18,11.61,18.7,115.9,11.63,17.57,111.2,0.2202,25.85,99.35,-757.49,23.34,113.2,-87.463,15.67,151.93,0.051,20.85,118.19,0.074,15.59,122.14,0.061,18.03,76.7,0.091,17.87,118.19,0.049,14.9,137.05,0.427,25.63,127.48,0.197,26.36,127.5,0.299,29.96,105.97,0.195,19.43,67.85,0.249,28.32,139.93,23.17,17.26,89.22,23.25,16.07,101.2,23.33,18.27,109.24,23.15,25.02,22.46
OK,19.19,113.39,51.36,10.04,86.21,11.49,13.87,105.89,11.53,18.09,116.33,11.64,16.49,116.35,11.61,23.2,90.33,11.59,14.87,128.9,0.2201,17.73,108.1,-535.31,24.4,72.9,-182.479,21.03,92.42,0.046,27.59,117.06,0.076,29,79.73,0.051,20.92,61.72,0.096,18.43,132.64,0.059,19.95,105.29,0.454,29.92,64.86,0.192,25.28,136.53,0.348,21.89,92.48,0.182,17.04,110.98,0.267,12.97,96.3,23.17,22.7,78.01,23.26,21.61,101.89,23.3,28.8,148.94,23.16,15.04,22.47
OK,24.98,59.2,50.26,29.72,126.97,11.51,21.08,77.82,11.55,15.81,95.67,11.63,17.39,96.39,11.61,17.48,96.87,11.61,20.83,98.59,0.2202,24.75,86.42,-835.62,19.79,100.05,-135.099,27.5,107.42,0.049,12.49,115.56,0.059,12.39,77.35,0.046,12.67,49.65,0.074,21.95,128.27,0.066,23.61,113.04,0.398,10.93,82.42,0.244,23.25,93.32,0.311,18.84,127.02,0.19,13.45,117.33,0.232,17.07,107.4,23.16,16.58,138.73,23.21,28.31,110.03,23.32,12.84,89.92,23.15,18.45,22.46
OK,29.95,71.97,51.14,18.27,77.39,11.51,28.78,113.49,11.53,11.02,115.22,11.63,16.67,109.76,11.63,13.31,109.15,11.6,13.08,96.95,0.2203,12.9,86.96,-941.21,26.74,128.19,-140.34,24.99,105.55,0.046,25.19,116.29,0.071,24.91,87.03,0.051,12.17,78.36,0.091,13.95,103.6,0.051,20.09,109.93,0.395,21.81,124.05,0.187,16.89,124.47,0.321,28.99,129.55,0.192,10.36,118.38,0.264,16.03,110.68,23.15,11.07,65.17,23.21,16.04,70.94,23.33,24.9,84.19,23.16,14.46,22.43
OK,18.6,93.21,51.58,27.35,80.32,11.53,15.62,131.76,11.55,23.45,87.11,11.63,22.94,85.88,11.63,19.69,116.33,11.64,15.64,105.08,0.2205,21.83,94.61,-618.93,29.97,102.07,-156.219,12,127.13,0.049,18.15,121.34,0.071,11,84.22,0.046,16.97,93.77,0.076,16.26,67.92,0.051,27.48,114.46,0.385,25.47,78.94,0.173,20.61,127.65,0.388,27.64,107.26,0.195,11.8,110.89,0.247,10.52,85.02,23.16,29.44,126.44,23.22,24.73,110.2,23.32,18.85,86.98,23.17,19.93,22.46
OK,24.02,117.15,51.4,17.65,90.89,11.55,29.56,105.08,11.53,21.64,81.82,11.63,21.49,66.16,11.63,11.6,78.97,11.63,18.34,108.22,0.2204,26.35,115.65,-941.21,17.32,114.41,-78.059,20.79,127.28,0.059,21.55,115.99,0.074,17.53,76.55,0.051,15.29,100.9,0.108,20.52,78.65,0.054,24.57,139.5,0.361,12.3,81.31,0.225,29.35,105.82,0.244,13.14,83.39,0.205,24.27,89.5,0.234,22.3,105.53,23.16,26.19,82.77,23.21,25.43,117.03,23.31,19.18,108.32,23.14,26.04,22.44
OK,19.43,76.67,51.36,20.32,116.7,11.51,19.21,104.48,11.5,29.03,107.11,11.63,27.22,68.52,11.63,25.02,131.66,11.59,25.47,62.81,0.2206,12.64,113.91,-780.07,27.71,107.91,-106.99,24.15,95.13,0.066,16.07,79.32,0.066,12.37,79.4,0.056,27.85,52.94,0.091,26.55,111.88,0.056,11.28,95.34,0.422,22.54,113.79,0.271,22.63,127.18,0.318,13.92,48.82,0.195,29.85,90.52,0.242,23.81,91.34,23.14,28.6,94.82,23.21,13.74,84.21,23.3,23.9,71.91,23.18,27.15,22.45
OK,25.17,113.66,50.36,28.21,126.35,11.52,15.84,150.07,11.51,18.94,100.69,11.66,10.23,73.14,11.64,24.33,118.31,11.61,19.64,84,0.2204,25.26,86.59,-510.28,15.72,121.17,-157.607,18.36,59.83,0.051,20.77,113.12,0.069,15.35,93.65,0.064,28.69,106.59,0.101,22.61,124.97,0.061,24.66,92.77,0.38,28.74,117.44,0.205,14.14,113.29,0.403,24.7,68.83,0.187,23.22,110.88,0.267,16.54,100.65,23.16,15.1,118.44,23.23,23.58,84.91,23.31,26.25,124.17,23.14,23.26,22.47
OK,13.32,104.52,50.39,21.55,81.27,11.51,27.09,51.17,11.51,13.48,105.39,11.64,20.05,93.71,11.59,10.39,101.67,11.63,23.95,145.42,0.2207,25,80.88,-908.86,12.33,94.6,-93.012,27.65,107.62,0.064,27.91,68,0.071,25.21,101.68,0.076,13.88,95.28,0.116,17.15,94.46,0.056,26.76,78.79,0.427,22,108.81,0.197,20.24,91.51,0.281,10.48,97.41,0.21,27.99,58.7,0.264,22.78,101.71,23.16,16.25,97.19,23.21,27.92,94.98,23.3,12.75,79.49,23.14,19.18,22.45
OK,20.56,101.71,114.31,14.61,89.71,11.53,17.49,111.3,11.55,25.98,112.53,11.61,25.22,124.79,11.63,28.95,54.92,11.65,17.76,105.23,0.2203,27.34,109.48,-531.64,21.89,90.58,-175.799,20.94,93.61,0.064,27.37,139.05,0.054,22.51,115.63,0.066,11.57,106.06,0.059,19.22,78.13,0.056,18.57,89.74,0.234,26.57,105.56,0.182,19.82,131.65,0.274,24,123.94,0.217,22.8,106.17,0.229,15.45,88.9,23.13,24.2,87.08,23.19,16.73,92.31,23.33,21.51,130.29,23.17,12.64,22.44
OK,22.14,68.57,50.22,25.85,74.77,11.53,17.56,88.44,11.53,18.68,120.92,11.59,15.91,89.97,11.66,24.9,106.36,11.64,19.83,112.03,0.2205,19.33,99.15,-705.6,26.57,77.94,-138.902,26.95,106.45,0.059,22.1,144.4,0.074,18.53,133.57,0.066,12.81,101.63,0.123,17.73,101.38,0.051,17.52,96.8,0.405,12.03,135.7,0.185,19.7,108.82,0.237,26.23,124.55,0.202,13.24,91.17,0.242,10.94,103.31,23.16,19.25,114,23.21,27.49,80.86,23.31,16.33,100.18,23.12,29.48,22.48
OK,21.57,70,50.22,25.13,100.76,11.49,25.57,69.7,11.55,24.18,98.83,11.63,15,83.94,11.61,17.26,73.49,11.63,21.76,93.12,0.2202,24.79,88.39,-840.5,11.5,119.45,-85.87,15.5,84.87,0.054,28.2,62.88,0.061,11.5,102.88,0.056,22.73,87.92,0.103,27.17,122,0.059,25.59,85.72,0.417,27.07,128.61,0.207,10.72,109.46,0.257,10.74,136.52,0.192,29.11,119.84,0.222,29.35,95.77,23.19,13.99,128.74,23.2,28.93,90.86,23.31,17.12,85.6,23.17,12.5,22.46
OK,20.81,65.37,52.41,26.07,102.06,11.49,24.52,85.84,11.53,17.48,141.6,11.64,29.54,77.89,11.64,24.16,122.58,11.64,26.46,104.46,0.2204,24.43,105.32,-657.38,17.39,109.77,-197.433,10.6,101.9,0.054,16.65,103.84,0.076,17.53,95.3,0.066,25.65,100.16,0.093,26.04,50.88,0.034,13.3,83.07,0.445,21.98,92.94,0.22,13.42,147.77,0.333,12.53,107.32,0.178,23.02,84.03,0.271,29.58,89.24,23.18,21.83,62.47,23.22,20.54,66.98,23.3,22.31,97.41,23.13,26.04,22.46
OK,21.95,101.01,51.52,16.59,102.68,11.51,18.14,113.99,11.55,14.41,127.83,11.61,15.01,89.72,11.63,26.46,124.68,11.63,13.98,83.91,0.2206,18.92,69.57,-770.92,23.44,93.72,-74.41,27.68,62.13,0.059,14.99,109.82,0.064,24.24,87.25,0.049,18.26,104.48,0.103,29.06,95.77,0.074,13.73,83.41,0.368,13.14,96.38,0.229,26.77,108.67,0.264,21.18,74.31,0.197,26.21,129.33,0.264,25.43,64.41,23.18,25.92,79.59,23.21,20.47,70.61,23.33,26.59,74.63,23.17,11.41,22.47
OK,15.05,84.01,51.41,27.37,80.73,11.51,17.21,96.53,11.53,26.94,100.1,11.64,10.14,136.29,11.63,22.51,138.5,11.64,24.85,95.24,0.2201,19.78,101.91,-871.02,28.39,62.87,-102.006,15.54,114.59,0.056,15.55,68.87,0.074,12.49,92.95,0.056,22.56,110.22,0.076,29.74,75.29,0.049,10.98,128.92,0.484,20.24,84.11,0.202,25.62,112.62,0.316,25.69,93.73,0.207,25.25,89.31,0.249,11.98,126.15,23.18,28.47,96.5,23.21,24.69,96.6,23.33,12.79,99.18,23.17,11.77,22.47
OK,20.24,95.75,51.48,25.7,97.21,11.51,29.65,93.09,11.53,22.91,112.18,11.64,11.38,60.73,11.63,29.37,89.65,11.64,10.02,78.74,0.2208,15.76,144.96,-612.83,26.19,87.04,-174.873,20.5,123.2,0.051,15.52,82.64,0.066,19.94,98.62,0.066,13.01,94.86,0.116,25.49,66.34,0.049,23.79,60.99,0.432,24.93,92.31,0.187,24.36,93.11,0.343,21.41,107.84,0.2,23.51,110.25,0.234,24.03,105.54,23.17,27.49,94.74,23.23,26.52,79.42,23.33,22.82,119.18,23.15,28.38,22.49
OK,14.12,106.22,51.54,10.89,74.89,11.51,28.18,135,11.49,18.77,114.28,11.63,14.75,102.14,11.63,14.97,96.93,11.64,20.55,117.28,0.2206,15.14,74.67,-866.75,22.65,134.7,-86.435,18.92,88.11,0.054,23.71,67.38,0.059,27.47,132.63,0.054,24.2,97.2,0.098,28.77,90.77,0.051,24.06,55.96,0.435,27.47,69.48,0.205,26.09,117.34,0.306,22.1,71.2,0.168,25.01,105.21,0.227,14.85,104.89,23.16,20.79,97.63,23.22,21.56,70.93,23.33,20.38,103.24,23.17,15.47,22.49
OK,19.4,107.02,50.29,23.82,104.67,11.53,25.61,121.95,11.53,28.87,92.51,11.63,11.39,97.4,11.59,29.16,123.61,11.63,22.44,124.59,0.22,29.55,125.97,-708.66,27.74,103.21,-152.88,15.52,99.58,0.051,28.26,72.04,0.066,18.78,99.11,0.056,29.6,112.08,0.066,11.07,103.78,0.056,23.34,105.3,0.328,10.43,116.69,0.22,27.14,107.41,0.259,21.12,111.17,0.178,28.62,111.21,0.239,25.67,81.61,23.15,13.86,126.44,23.21,19.94,67.58,23.33,11.11,83.39,23.18,16.35,22.46
OK,11.39,89.35,50.19,19.57,108.34,11.53,18.54,89.31,11.53,17.22,92.07,11.64,18.45,108.55,11.63,23.08,94.45,11.63,24.84,95.06,0.2207,10.06,68.42,-596.34,29.06,147.51,-135.253,15.41,88.54,0.061,11.18,138.24,0.074,18.07,84.66,0.056,28.48,100.7,0.086,14.59,100.18,0.054,26.58,105.11,0.442,16.57,129.67,0.267,14.32,62.45,0.37,12.4,116.11,0.217,17.57,73.49,0.212,15.53,81.8,23.19,21.77,88.68,23.22,15.5,70.97,23.31,19.67,86.72,23.17,19.2,22.48
OK,11.3,91.45,51.08,25.28,108.6,11.51,10.95,100.56,11.53,25.7,67.98,11.69,25.96,116.95,11.61,15.77,89.78,11.63,24.78,136.8,0.2202,28.58,104.27,-850.88,13.26,51.09,-56.63,19.32,84.94,0.069,27.48,77.54,0.069,27.32,126.36,0.034,17.05,139.25,0.121,10.17,98.42,0.066,26.95,115.5,0.373,20.1,94.35,0.182,21.34,78.95,0.202,17.93,87.43,0.222,19.81,100.63,0.247,14.71,104.33,23.13,23.56,84.17,23.2,24.06,129.5,23.33,10.73,66.77,23.17,14.25,22.48
OK,28.28,66.47,51.45,23.46,101.55,11.53,16.26,84.03,11.55,21.7,107.43,11.64,10.55,94.72,11.63,10.66,74.9,11.64,15.28,59.43,0.2206,15.97,144.29,-822.8,10.42,82.06,-77.544,12.45,121.31,0.051,12.48,63.87,0.074,16.37,98.99,0.061,16.29,71.79,0.096,14.74,113.7,0.056,29.31,92.21,0.509,17.2,85.01,0.21,27.6,94.34,0.254,29.39,137.61,0.182,20.13,89.57,0.225,13.53,86.1,23.16,16.88,122.92,23.23,19.57,117.46,23.35,15.68,83.06,23.16,29.49,22.49
OK,18.27,111.26,51.49,20.08,105.75,11.51,19.53,108,11.5,13.98,90.94,11.65,11.78,68.61,11.63,28.44,72.39,11.61,13.18,127.79,0.2205,24.58,116.48,-833.18,23.66,90.52,-157.864,27.43,121.28,0.051,24.94,68.95,0.066,28.25,119.77,0.069,20.23,113.95,0.091,14.32,88.47,0.039,28.28,96.43,0.4,12.16,73.72,0.18,22.79,82.32,0.267,10.92,93.24,0.182,19.4,114.7,0.237,17.05,137.94,23.16,16.21,114.8,23.23,26.44,113.95,23.32,11.19,112.97,23.19,28.38,22.49
OK,27.06,85.79,51.58,23.38,82.94,11.51,24.26,88.45,11.55,10.03,101.23,11.63,28.48,67.12,11.61,27.39,91.27,11.64,11.25,72.36,0.2204,12.25,130.46,-947.93,28.89,87.87,-103.752,23.83,108.32,0.049,26.33,127.84,0.074,23.89,120.24,0.059,16.7,103,0.089,26.03,73.82,0.061,25.76,109.34,0.385,12.88,113.03,0.195,25.41,87.78,0.257,13.82,85.78,0.168,21.35,127.2,0.279,16.17,118.28,23.15,25.16,109.35,23.25,15.03,86.05,23.34,26.27,98.86,23.16,18.9,22.48
OK,29.02,79.94,51.39,10.01,108.72,11.49,27.76,76.72,11.5,16.11,92.53,11.63,20.46,82.19,11.64,22.97,104.13,11.63,11.06,90.12,0.2205,23.98,66.1,-845.99,14.71,114.33,-95.583,22.65,98.63,0.076,22.98,105.85,0.064,18.35,95.91,0.056,14.26,115.73,0.096,21.19,87.82,0.069,24.33,100.14,0.375,20.92,83.54,0.19,25.55,111.48,0.257,19.07,86.2,0.212,11.26,120.07,0.239,16.19,79.82,23.17,20.08,100.73,23.21,21.73,58,23.32,22.09,118.04,23.19,28.64,22.48
OK,27.23,81.82,51.48,17.98,88.84,11.51,12.55,83.14,11.51,14.06,107.19,11.63,19.28,83.91,11.61,18.86,103.34,11.63,29.78,67.94,0.2204,18.93,105.97,-581.7,13.89,120.45,-162.592,15.2,81.97,0.061,27.43,116.74,0.061,10.6,118.87,0.049,28.38,94.44,0.086,26.88,108.84,0.051,29.06,92.96,0.472,27.86,111.7,0.202,29.99,89.85,0.276,15.01,97.36,0.222,15.03,108.08,0.217,16.93,89.78,23.16,26.17,114.4,23.22,13.04,89,23.33,23.18,86.98,23.2,12.18,22.47
OK,11.07,83.37,50.14,22.22,126.2,11.51,27.4,111.73,11.53,16.36,66.04,11.64,11.19,118.82,11.63,25.21,135.14,11.63,18.12,121.02,0.2207,17.91,123.64,-745.89,19.47,103.96,-130.834,14.05,81.49,0.051,28.61,57.73,0.069,16.64,59.54,0.056,15.62,75.45,0.126,19.72,110.23,0.061,18.91,133.21,0.472,17.15,106.78,0.239,22.46,86.5,0.237,18.49,120.3,0.163,12.3,77.57,0.252,21.49,109.93,23.15,11.01,114.05,23.23,25.57,116.01,23.33,21.08,80.54,23.18,10.43,22.52
OK,27.82,97.54,51.65,12.95,79.82,11.49,20.02,132.07,11.53,14.29,107.4,11.61,13.47,75.05,11.63,16.41,120.87,11.61,28.72,79.24,0.2203,17.88,107.13,-905.81,13.52,75.65,-52.467,25.03,96.75,0.056,14.93,93.26,0.066,22.22,106.06,0.059,22.2,79.62,0.081,16.96,93.8,0.051,24.55,64.77,0.457,24.75,106.24,0.16,29.45,105.74,0.318,12.12,94.97,0.212,26.24,75.1,0.249,28.45,106.41,23.2,18.64,62.62,23.24,19.03,113.69,23.35,28.92,119,23.2,12.82,22.48
OK,12,103.64,51.56,15.64,128.95,11.53,14.05,71.71,11.53,25.67,92.46,11.64,12.78,100.82,11.64,17.31,105.89,11.63,24.45,74.07,0.2204,28.39,94.02,-849.05,11.6,104.22,-118.861,24.61,92.21,0.051,13.07,92.93,0.064,27.69,122.71,0.056,23.69,99.31,0.096,28.35,95.43,0.071,27.27,125.17,0.375,23.71,103.94,0.227,29.02,86.5,0.328,21.42,88.73,0.195,19.15,135.84,0.22,25.2,97.88,23.16,20.96,72.19,23.22,24.35,99.78,23.33,13.58,62.94,23.19,10.58,22.48
OK,21,80.93,51.61,23.28,122.54,11.55,22.4,102.78,11.55,17.79,158.54,11.61,29.8,125.71,11.63,15.41,111.64,11.61,25.03,111.7,0.2203,24.16,103.16,-773.97,21.15,127.13,-137.257,18.14,79.97,0.059,18.9,93.61,0.061,13.14,86.61,0.056,16.1,125.04,0.138,13.13,105.29,0.051,14.3,108.81,0.44,15.56,77.35,0.19,24.56,77.51,0.318,26.67,110.85,0.21,15.53,92.36,0.239,15.3,99.55,23.16,24.81,109.9,23.21,12.25,91.44,23.33,17.15,87.95,23.21,17.62,22.48
OK,28.38,108.83,51.44,28.18,136.61,11.21,11.49,79.63,11.52,29.54,106.71,11.6,25.16,104.52,11.63,24.08,119.91,11.64,13.74,118.35,0.2201,20.92,51.79,-839.89,11.69,84.13,-111.409,18.17,98.08,0.064,17.33,94.07,0.069,23.04,89.39,0.049,25.79,85.85,0.106,15.27,97.25,0.034,25.27,110.16,0.407,16.97,109.38,0.217,29.47,87.31,0.254,18.69,81.42,0.227,17.98,131.41,0.227,18.51,109.63,23.19,23.24,139.18,23.21,25.64,96.43,23.32,22.72,110.27,23.19,28.48,22.46
OK,20.62,125.86,51.41,25.76,113.46,11.52,23.26,86.29,11.51,17.1,113.58,11.64,16.16,127.39,11.64,22.34,69.81,11.66,25.08,117.43,0.2208,24.98,76.69,-909.47,22.3,100.61,-85.356,18.02,126.52,0.049,29.49,126.54,0.061,23.15,137.08,0.044,25.99,70.2,0.081,26.84,129,0.039,17.67,116.5,0.395,14.56,96.83,0.197,13.84,99.92,0.37,17.17,115.56,0.2,17,80.29,0.239,22.8,91.52,23.2,24.71,97.04,23.23,14.9,114.35,23.33,13.29,73.85,23.17,28.63,22.53
OK,29.64,106.91,51.34,16.88,100.85,11.53,19.9,64.67,11.51,16.73,130.43,11.63,21.04,101.48,11.63,13.78,57.73,11.64,10.31,103.26,0.2201,25.65,102.44,-608.55,23.29,71.7,-153.342,13.97,75.89,0.059,26.86,99.37,0.076,19.55,54.22,0.168,29.99,106.82,0.113,22.2,107.52,0.034,29.32,91.4,0.479,13.95,94.37,0.16,21.23,108.64,0.323,12.05,105.56,0.217,19.51,92.77,0.254,15.62,85.96,23.21,20.39,123.52,23.24,25.1,109.45,23.35,29.48,120.63,23.17,20.92,22.48
OK,13.52,112.71,51.44,20.35,81.79,11.51,28.89,120.16,11.51,21.72,96.95,11.63,23.67,127.76,11.63,23.28,102.07,11.64,27.05,116.93,0.2203,16.44,110.84,-902.15,15.07,84.01,-127.339,22.27,80.94,0.051,22.38,96.18,0.064,26.21,110.35,0.044,17.41,114.61,0.123,28.65,90.79,0.044,25.18,73.94,0.361,10.75,92.14,0.175,17.41,83.16,0.234,11.54,87.28,0.185,21.16,93.57,0.234,22.29,78.02,23.17,29.53,106.57,23.26,10.92,69.18,23.34,17.1,90.27,23.19,19.03,22.48
OK,26.98,110.88,50.12,13.71,107.78,11.49,22.57,106.55,11.55,27.41,132.17,11.64,27.51,101.65,11.69,28.99,134.35,11.63,28.54,90.35,0.2203,15.52,92.77,-910.7,24.13,113.71,-117.73,21.63,151.65,0.056,28.88,126.74,0.059,10.65,130.61,0.066,26.8,75.88,0.093,29.04,127.61,0.044,17.45,95.51,0.41,14.28,131.68,0.215,25.27,93.84,0.304,14.13,75.62,0.222,12.3,105.43,0.237,27.05,99.75,23.17,20.12,87.2,23.22,28.36,90.83,23.36,12.37,81.44,23.21,12.64,22.49
OK,14.7,82.62,52.23,15.38,104.32,11.49,16.19,102.94,11.52,21.6,76.98,11.65,15.35,101.7,11.64,12.62,111.17,11.6,11.26,114.65,0.2201,18.08,98.89,-816.08,26.06,115.56,-72.406,22.33,109.67,0.064,14.98,100.04,0.069,21.51,93.63,0.059,26.78,115.83,0.096,14.88,119.76,0.046,21.17,100.98,0.368,22.84,84.35,0.242,21.27,82.45,0.338,22.24,107.82,0.222,24.5,60.03,0.227,24.88,116.22,23.17,13.8,99.58,23.17,24.44,91.44,23.33,12.22,81.02,23.17,23.45,22.47
OK,14.43,95.52,52.42,27.11,134.4,11.07,29.44,112.62,11.53,19.59,108.99,11.63,26.58,97.67,11.64,21.82,71.34,11.64,17.31,117.01,0.2201,20.87,123.81,-598.18,29.08,125.57,-153.444,26.8,120.07,0.069,15.45,111.09,0.071,14.98,65.19,0.084,10.99,73.05,0.118,16.72,60.87,0.039,21.15,76.78,0.442,13.58,109.84,0.328,25.3,87.08,0.326,10.3,96.54,0.195,19.99,85.73,0.269,14.55,113.9,23.13,23.98,89.25,23.23,26.23,111.1,23.32,18.32,117.44,23.17,24.8,22.51
OK,21.28,136.54,51.24,21.74,100.77,11.51,17.46,109.36,11.53,19.33,120.04,11.59,20.37,86.98,11.63,25.88,66.52,11.63,19.71,93.8,0.2202,25.92,75.57,-907.64,16.94,108.81,-122.817,29.49,125.25,0.064,15.02,101.53,0.069,14.42,117.72,0.051,19.53,108.63,0.103,17.83,83.38,0.069,12.39,105.44,0.469,17.65,87.63,0.18,25.96,139.58,0.254,16.37,122.32,0.249,11.56,64.71,0.269,24.34,122.95,23.15,14.59,131.65,23.21,15.6,104.49,23.33,12.16,117.24,23.2,27.22,22.51
OK,28.17,70.21,50.14,18.71,88.25,11.07,18.47,97.35,11.53,17.45,90.18,11.6,23.91,110.14,11.63,11.4,90.96,11.64,13.26,110.04,0.2203,17.12,79.59,-745.89,18.16,63.94,-73.999,16.74,76.07,0.054,18.88,146.78,0.064,27.24,73.91,0.051,25.95,102.6,0.096,29.21,130.57,0.059,10.32,132.79,0.524,13.38,105.51,0.257,27.45,125.7,0.398,18.05,103.79,0.18,29.35,72.27,0.225,21.04,134.52,23.15,23.82,107.61,23.18,18.3,76.65,23.34,14.19,90.44,23.18,21.84,22.47
